Gene	Gistic(Q-value)	Cytoband	CNA	Profiled Samples	Number	Freq	Is Cancer Gene (source: OncoKB)
RN7SKP233		16q23.1	HOMDEL	1	616	0.2%	No
LINC00391		13q32.1	AMP	12	616	1.9%	No
NDST2		10q22.2	HOMDEL	1	616	0.2%	No
TAS2R31		12p13.2	AMP	2	616	0.3%	No
BMS1		10q11.21	HOMDEL	1	616	0.2%	No
AFTPH		2p14	AMP	1	616	0.2%	No
DHX29		5q11.2	HOMDEL	2	616	0.3%	No
USP17L11	9.545e-2	4p16.1	HOMDEL	2	616	0.3%	No
RBBP8		18q11.2	AMP	2	616	0.3%	No
SLIT1		10q24.1	HOMDEL	4	616	0.6%	No
ARHGAP40	0	20q11.23	AMP	46	616	7.5%	No
DOCK6		19p13.2	AMP	1	616	0.2%	No
OR6C1		12q13.2	AMP	2	616	0.3%	No
RN7SL5P		9p23	AMP	8	616	1.3%	No
AKAIN1		18p11.31	AMP	2	616	0.3%	No
GPR19	1.319e-2	12p13.1	HOMDEL	2	616	0.3%	No
DGAT1		8q24.3	AMP	28	616	4.5%	No
ZRSR2		Xp22.2	HOMDEL	4	616	0.6%	Yes
SHISA5		3p21.31	HOMDEL	3	616	0.5%	No
LINC00324		17p13.1	HOMDEL	6	616	1.0%	No
RNA5SP469		19p12	HOMDEL	3	616	0.5%	No
PTGER1		19p13.1	HOMDEL	3	616	0.5%	No
PTPDC1		9q22.32	AMP	2	616	0.3%	No
RBL1	0	20q11.23	AMP	49	616	8.0%	No
GRK4	9.545e-2	4p16.3	HOMDEL	1	616	0.2%	No
ZNF471		19q13.43	AMP	1	616	0.2%	No
OR10H4		19p13.12	HOMDEL	3	616	0.5%	No
CYP4V2		4q35.1-q35.2	HOMDEL	15	616	2.4%	No
PROCA1		17q11.2	AMP	6	616	1.0%	No
ACAP2		3q29	AMP	1	616	0.2%	No
TELO2		16p13.3	AMP	1	616	0.2%	No
CSRNP1		3p22.2	AMP	1	616	0.2%	No
SALL1		16q12.1	AMP	6	616	1.0%	No
OR2AE1		7q22.1	AMP	3	616	0.5%	No
PCDH15		10q21.1	HOMDEL	8	616	1.3%	No
RBL2		16q12.2	AMP	3	616	0.5%	No
NELFB		9q34.3	AMP	4	616	0.6%	No
OR11H6	6.190e-2	14q11.2	HOMDEL	1	616	0.2%	No
TMEM134		11q13.2	AMP	1	616	0.2%	No
RN7SL7P		7q21.2	AMP	4	616	0.6%	No
TTLL1		22q13.2	HOMDEL	2	616	0.3%	No
LINC00052	9.521e-2	15q25.3	AMP	1	616	0.2%	No
YES1		18p11.32	HOMDEL	2	616	0.3%	Yes
SLC29A3		10q22.1	HOMDEL	1	616	0.2%	No
FBXO15		18q22.3	HOMDEL	13	616	2.1%	No
NEDD9		6p24.2	AMP	1	616	0.2%	No
CAVIN4		9q31.1	AMP	1	616	0.2%	No
UBE2DNL		Xq21.1	HOMDEL	2	616	0.3%	No
THSD7A	2.467e-1	7p21.3	AMP	2	616	0.3%	No
CD53	4.912e-6	1p13.3	HOMDEL	5	616	0.8%	No
RBM3		Xp11.23	AMP	1	616	0.2%	No
ERAL1		17q11.2	AMP	4	616	0.6%	No
TMX3	1.848e-20	18q22.1	HOMDEL	25	616	4.1%	No
RN7SL614P		1p36.22	HOMDEL	3	616	0.5%	No
DNER		2q36.3	HOMDEL	1	616	0.2%	No
TMEM254	4.415e-3	10q22.3	AMP	7	616	1.1%	No
RN7SL8P		7q22.3	AMP	3	616	0.5%	No
HMGB3P22		5q35.3	AMP	1	616	0.2%	No
KBTBD11		8p23.3	HOMDEL	45	616	7.3%	No
AMOT		Xq23	HOMDEL	1	616	0.2%	No
GTF2H5		6q25.3	HOMDEL	1	616	0.2%	No
REP15		12p11.22	AMP	6	616	1.0%	No
OR52W1		11p15.4	AMP	1	616	0.2%	No
RN7SKP104		7q21.3	HOMDEL	1	616	0.2%	No
FAM110A		20p13	AMP	4	616	0.6%	No
CNTNAP2		7q35-q36.1	HOMDEL	6	616	1.0%	No
RBMXL3		Xq23	AMP	1	616	0.2%	No
TARS3	9.521e-2	15q26.3	AMP	2	616	0.3%	No
RNA5SP476		20p11.23	HOMDEL	2	616	0.3%	No
FAS		10q23.31	HOMDEL	4	616	0.6%	Yes
RNA5SP180		5p15.1	HOMDEL	2	616	0.3%	No
PLEKHA5		12p12.3	HOMDEL	1	616	0.2%	No
ZC3H12B		Xq11.2-q12	HOMDEL	2	616	0.3%	No
NUF2	1.892e-2	1q23.3	AMP	3	616	0.5%	Yes
RN7SKP56		6q22.32	AMP	2	616	0.3%	No
MED16		19p13.3	HOMDEL	3	616	0.5%	No
TWF1		12q12	HOMDEL	2	616	0.3%	No
ZDHHC2		8p22	AMP	1	616	0.2%	No
HTR3A	1.152e-1	11q23.2	HOMDEL	1	616	0.2%	No
ILF3		19p13.2	HOMDEL	3	616	0.5%	No
PDZK1P1		1q21.2	HOMDEL	1	616	0.2%	No
SNX3		6q21	HOMDEL	2	616	0.3%	No
PPP2CB		8p12	HOMDEL	27	616	4.4%	No
LINC00283		13q33.1	HOMDEL	1	616	0.2%	No
RN7SKP90		11p15.1	AMP	1	616	0.2%	No
PRR32		Xq25	AMP	1	616	0.2%	No
CPA4		7q32.2	AMP	1	616	0.2%	No
TCAIM		3p21.31	HOMDEL	1	616	0.2%	No
LMOD1		1q32.1	HOMDEL	1	616	0.2%	No
FAM50B		6p25.2	AMP	1	616	0.2%	No
CCND1		11q13.3	HOMDEL	1	616	0.2%	Yes
HGFAC	9.545e-2	4p16.3	HOMDEL	1	616	0.2%	No
RABGGTB		1p31.1	HOMDEL	2	616	0.3%	No
MTA2		11q12.3	HOMDEL	2	616	0.3%	No
RNA5SP432		16q23.3	HOMDEL	2	616	0.3%	No
AP3S1	2.199e-5	5q22.3-q23.1	HOMDEL	10	616	1.6%	No
DEFB124	0	20q11.21	AMP	58	616	9.4%	No
PCLO		7q21.11	AMP	2	616	0.3%	Yes
RN7SL379P		Xq21.33	HOMDEL	2	616	0.3%	No
PNPO		17q21.32	AMP	2	616	0.3%	No
OR2L2	1.892e-2	1q44	AMP	4	616	0.6%	No
RTP5		2q37.3	HOMDEL	2	616	0.3%	No
FFAR1		19q13.12	HOMDEL	1	616	0.2%	No
OR51H1		11p15.4	AMP	1	616	0.2%	No
BCL7A		12q24.31	HOMDEL	1	616	0.2%	Yes
DEFB123	0	20q11.21	AMP	58	616	9.4%	No
ADCY9		16p13.3	HOMDEL	2	616	0.3%	No
RN7SL216P		3p24.2	HOMDEL	1	616	0.2%	No
OSTCP1		6q25.3	AMP	3	616	0.5%	No
PIAS2		18q21.1	HOMDEL	11	616	1.8%	No
LINC00867		10q26.11	AMP	1	616	0.2%	No
GNG2		14q22.1	HOMDEL	2	616	0.3%	No
OR2M4	1.892e-2	1q44	AMP	4	616	0.6%	No
LINC00563		13q14.13	HOMDEL	3	616	0.5%	No
ACP6	1.892e-2	1q21.2	AMP	5	616	0.8%	No
AIF1L		9q34.12-q34.13	AMP	1	616	0.2%	No
RBP4		10q23.33	AMP	1	616	0.2%	No
SCGB1D4		11q12.3	HOMDEL	2	616	0.3%	No
PPIC	2.199e-5	5q23.2	HOMDEL	6	616	1.0%	No
ARHGEF6		Xq26.3	HOMDEL	1	616	0.2%	No
NF2		22q12.2	HOMDEL	1	616	0.2%	Yes
DEFB128		20p13	AMP	5	616	0.8%	No
RNA5SP409		16p11.1	AMP	5	616	0.8%	No
CYP4F24P		19p13.12	HOMDEL	3	616	0.5%	No
TACO1		17q23.3	AMP	6	616	1.0%	No
HAVCR2		5q33.3	HOMDEL	1	616	0.2%	No
GUCY2C	1.319e-2	12p12.3	HOMDEL	2	616	0.3%	No
RN7SL335P		4q27	HOMDEL	2	616	0.3%	No
PRPSAP2		17p11.2	HOMDEL	4	616	0.6%	No
ZW10	1.152e-1	11q23.2	HOMDEL	1	616	0.2%	No
DNAJC24		11p13	AMP	1	616	0.2%	No
RN7SKP22	9.774e-2	19q13.11	AMP	5	616	0.8%	No
OR51C1P		11p15.4	AMP	1	616	0.2%	No
GTSCR1		18q22.2	HOMDEL	16	616	2.6%	No
DOK7	9.545e-2	4p16.3	HOMDEL	1	616	0.2%	No
KRT2		12q13.13	HOMDEL	1	616	0.2%	No
MAGEA9B		Xq28	HOMDEL	1	616	0.2%	No
DEFB125		20p13	AMP	5	616	0.8%	No
RNA5SP408		16p11.1	AMP	5	616	0.8%	No
LRRC8B		1p22.2	HOMDEL	1	616	0.2%	No
UCK1		9q34.13	AMP	2	616	0.3%	No
RN7SKP104		7q21.3	AMP	3	616	0.5%	No
TGFBR3L		19p13.2	AMP	1	616	0.2%	No
NELL2		12q12	AMP	1	616	0.2%	No
FPGS		9q34.11	AMP	2	616	0.3%	No
LINC00892		Xq26.3	AMP	3	616	0.5%	No
MYO10		5p15.1	HOMDEL	1	616	0.2%	No
PSRC1	4.912e-6	1p13.3	HOMDEL	5	616	0.8%	No
OLFM4		13q14.3	AMP	18	616	2.9%	No
ANAPC2		9q34.3	HOMDEL	2	616	0.3%	No
OR2T6		1q44	HOMDEL	1	616	0.2%	No
COG3		13q14.13	AMP	22	616	3.6%	No
NEK3		13q14.3	AMP	18	616	2.9%	No
ARFGEF2		20q13.13	AMP	51	616	8.3%	No
P2RX5		17p13.2	HOMDEL	6	616	1.0%	No
GOLGA8IP	2.325e-6	15q11.2	HOMDEL	5	616	0.8%	No
ZNF280C		Xq26.1	HOMDEL	1	616	0.2%	No
PRND		20p13	HOMDEL	2	616	0.3%	No
RIMS2		8q22.3	HOMDEL	1	616	0.2%	No
RNY4P14		13q13.3	AMP	24	616	3.9%	No
CDKN2B	1.016e-1	9p21.3	HOMDEL	6	616	1.0%	Yes
RNA5SP410		16p11.1	AMP	5	616	0.8%	No
TPTE2P1		13q12.13	HOMDEL	1	616	0.2%	No
RILP		17p13.3	AMP	2	616	0.3%	No
HIPK1		1p13.2	AMP	1	616	0.2%	No
RNA5SP415		16p11.1	AMP	5	616	0.8%	No
NEK2	1.892e-2	1q32.3	AMP	5	616	0.8%	No
TOP3A		17p11.2	HOMDEL	4	616	0.6%	No
CLDN20		6q25.3	HOMDEL	1	616	0.2%	No
SNORA71A		20q11.23	HOMDEL	1	616	0.2%	No
LINC00851		20p11.23	HOMDEL	2	616	0.3%	No
RN7SKP98	1.892e-2	1q32.3	AMP	5	616	0.8%	No
MMP20		11q22.2	HOMDEL	2	616	0.3%	No
RBFADN		18q23	HOMDEL	15	616	2.4%	No
OR14K1		1q44	HOMDEL	1	616	0.2%	No
LINC00473		6q27	AMP	2	616	0.3%	No
SLC19A2	1.892e-2	1q24.2	AMP	4	616	0.6%	No
NUP88		17p13.2	HOMDEL	6	616	1.0%	No
C3ORF86		3p21.31	HOMDEL	1	616	0.2%	No
COL8A2		1p34.3	HOMDEL	1	616	0.2%	No
ZC3H14	1.130e-1	14q31.3	HOMDEL	1	616	0.2%	No
NEK1		4q33	AMP	2	616	0.3%	No
WASH3P	9.521e-2	15q26.3	AMP	2	616	0.3%	No
LINC00612		12p13.31	AMP	2	616	0.3%	No
ACSBG2		19p13.3	HOMDEL	3	616	0.5%	No
ZHX2		8q24.13	HOMDEL	1	616	0.2%	No
RNA5SP208		6q12	HOMDEL	2	616	0.3%	No
RPL23AP53		8p23.3	HOMDEL	44	616	7.1%	No
HENMT1	4.912e-6	1p13.3	HOMDEL	5	616	0.8%	No
PDE6C		10q23.33	HOMDEL	4	616	0.6%	No
ATF7IP	1.319e-2	12p13.1	HOMDEL	2	616	0.3%	No
RNA5SP413		16p11.1	AMP	5	616	0.8%	No
LINGO2		9p21.2-p21.1	AMP	1	616	0.2%	No
RABAC1		19q13.2	AMP	1	616	0.2%	No
DLEU1		13q14.2-q14.3	AMP	18	616	2.9%	No
RNA5SP417		16p11.1	AMP	5	616	0.8%	No
RNA5SP322		10q23.1	HOMDEL	4	616	0.6%	No
IKBKB		8p11.21	AMP	27	616	4.4%	Yes
N4BP2L1		13q13.1	AMP	25	616	4.1%	No
RAB5IF		20q11.23	HOMDEL	1	616	0.2%	No
RN7SKP116		6p12.3	AMP	1	616	0.2%	No
CENPX		17q25.3	AMP	3	616	0.5%	No
RORA		15q22.2	HOMDEL	2	616	0.3%	No
RNA5SP416		16p11.1	AMP	5	616	0.8%	No
ZNF358		19p13.2	HOMDEL	3	616	0.5%	No
SNHG5		6q14.3	HOMDEL	2	616	0.3%	No
BTN2A2		6p22.2	HOMDEL	3	616	0.5%	No
ANO5		11p14.3	HOMDEL	1	616	0.2%	No
KLRC3	1.319e-2	12p13.2	HOMDEL	1	616	0.2%	No
RN7SKP114		9p13.3	AMP	1	616	0.2%	No
TBCB	9.774e-2	19q13.12	AMP	1	616	0.2%	No
NUS1		6q22.1	HOMDEL	4	616	0.6%	No
ATOX1		5q33.1	HOMDEL	1	616	0.2%	No
LINC00345		13q14.3	HOMDEL	1	616	0.2%	No
NANOS3		19p13.12	HOMDEL	3	616	0.5%	No
GPR89B	1.892e-2	1q21.2	AMP	5	616	0.8%	No
ARFGEF1		8q13.2	AMP	18	616	2.9%	No
NARS1		18q21.31	HOMDEL	14	616	2.3%	No
TFPT		19q13.42	AMP	1	616	0.2%	Yes
TXLNA		1p35.2	HOMDEL	2	616	0.3%	No
FAM215A		17q21.31	HOMDEL	2	616	0.3%	No
LINC00032		9p21.2	AMP	1	616	0.2%	No
RNA5SP135		3p14.1	AMP	1	616	0.2%	No
AKAP3		12p13.32	AMP	11	616	1.8%	No
KATNB1		16q21	AMP	1	616	0.2%	No
RNA5SP418		16p11.1	AMP	5	616	0.8%	No
ORC4		2q23.1	HOMDEL	4	616	0.6%	No
ZFAND2A	2.467e-1	7p22.3	AMP	1	616	0.2%	No
AHI1-DT		6q23.3	AMP	2	616	0.3%	No
LRRC45		17q25.3	AMP	3	616	0.5%	No
KDM4D		11q21	HOMDEL	1	616	0.2%	No
ARSJ		4q26	HOMDEL	1	616	0.2%	No
ERP27	1.319e-2	12p12.3	HOMDEL	2	616	0.3%	No
SH3YL1		2p25.3	HOMDEL	1	616	0.2%	No
ADGRE1		19p13.3-p13.2	HOMDEL	3	616	0.5%	No
SRC		20q11.23	HOMDEL	1	616	0.2%	Yes
SDHAF3		7q21.3	HOMDEL	1	616	0.2%	No
KRR1	1.486e-1	12q21.2	HOMDEL	1	616	0.2%	No
MAB21L4		2q37.3	HOMDEL	2	616	0.3%	No
HSPA12A		10q25.3	AMP	1	616	0.2%	No
RNF4		4p16.3	AMP	1	616	0.2%	No
DYRK3	1.892e-2	1q32.1	AMP	5	616	0.8%	No
RNF115		1q21.1	HOMDEL	1	616	0.2%	No
IKBKE	1.892e-2	1q32.1	AMP	5	616	0.8%	Yes
EEF1A1		6q13	HOMDEL	2	616	0.3%	No
LRP5		11q13.2	HOMDEL	1	616	0.2%	Yes
OR5K3		3q11.2	HOMDEL	1	616	0.2%	No
SLC39A8		4q24	HOMDEL	2	616	0.3%	No
COX19	2.467e-1	7p22.3	AMP	1	616	0.2%	No
CHMP6		17q25.3	HOMDEL	1	616	0.2%	No
DNM2		19p13.2	HOMDEL	3	616	0.5%	Yes
TNFAIP6		2q23.3	HOMDEL	3	616	0.5%	No
MSH3		5q14.1	HOMDEL	1	616	0.2%	Yes
GNPAT	1.892e-2	1q42.2	AMP	4	616	0.6%	No
RNF5		6p21.32	AMP	2	616	0.3%	No
LMF2	1.105e-5	22q13.33	HOMDEL	7	616	1.1%	No
MST1L		1p36.13	HOMDEL	3	616	0.5%	No
RNU1-1		1p36.13	HOMDEL	3	616	0.5%	No
CCDC80		3q13.2	HOMDEL	1	616	0.2%	No
RNA5SP106		2q22.3	HOMDEL	3	616	0.5%	No
TAFA4		3p14.1	HOMDEL	2	616	0.3%	No
USP12	2.099e-40	13q12.13	AMP	42	616	6.8%	No
MID1		Xp22	HOMDEL	5	616	0.8%	No
ARL8A	1.892e-2	1q32.1	AMP	4	616	0.6%	No
ANO7L1		1p36.13	HOMDEL	3	616	0.5%	No
CST13P		20p11.21	HOMDEL	1	616	0.2%	No
SAMD9		7q21.2	AMP	4	616	0.6%	No
GVQW1		9p21.1	AMP	1	616	0.2%	No
GABPB2	1.892e-2	1q21.3	AMP	4	616	0.6%	No
PDLIM2	6.103e-20	8p21.3	HOMDEL	39	616	6.3%	No
EXTL2	4.912e-6	1p21.2	HOMDEL	2	616	0.3%	No
RNF6		13q12.13	AMP	35	616	5.7%	No
GSTA5		6p12.2	HOMDEL	1	616	0.2%	No
MGLL		3q21.3	HOMDEL	1	616	0.2%	No
SPTLC1		9q22.31	AMP	3	616	0.5%	No
KMT2C		7q36.1	AMP	2	616	0.3%	Yes
LINC02915	3.147e-8	15q14	HOMDEL	8	616	1.3%	No
OLA1		2q31.1	HOMDEL	1	616	0.2%	No
TSC1		9q34	AMP	2	616	0.3%	Yes
RPL26P30		11p15.5	AMP	1	616	0.2%	No
DYM		18q21.1	AMP	1	616	0.2%	No
OR7E94P		4q21.21	HOMDEL	2	616	0.3%	No
RN7SKP130	2.467e-1	7p22.2	AMP	1	616	0.2%	No
IGSF1		Xq25	AMP	1	616	0.2%	No
ARHGAP20		11q22.3-q23.1	AMP	1	616	0.2%	No
H2AC21		1q21.2	HOMDEL	1	616	0.2%	No
LINC00470		18p11.32	HOMDEL	3	616	0.5%	No
NELL1		11p15.1	AMP	2	616	0.3%	No
ZNF250		8q24.3	AMP	28	616	4.5%	No
TNKS1BP1		11q12.1	HOMDEL	1	616	0.2%	No
DOC2A		16p11.2	AMP	4	616	0.6%	No
CLSTN1		1p36.22	HOMDEL	4	616	0.6%	No
DIP2C-AS1	2.135e-1	10p15.3	HOMDEL	2	616	0.3%	No
RN7SKP126	1.892e-2	1q31.2	AMP	5	616	0.8%	No
SSBP4		19p13.11	HOMDEL	3	616	0.5%	No
PTF1A		10p12.2	HOMDEL	1	616	0.2%	No
CLMN	1.130e-1	14q32.13	HOMDEL	3	616	0.5%	No
MICAL2		11p15.3	AMP	2	616	0.3%	No
TMEM225		11q24.1	AMP	1	616	0.2%	No
TTR		18q12.1	HOMDEL	2	616	0.3%	No
FGF10		5p12	HOMDEL	1	616	0.2%	Yes
ZBTB40		1p36.12	HOMDEL	3	616	0.5%	No
NEFH		22q12.2	AMP	1	616	0.2%	No
FBXO25		8p23.3	HOMDEL	44	616	7.1%	No
FGF22		19p13.3	HOMDEL	4	616	0.6%	No
DOC2B		17p13.3	AMP	2	616	0.3%	No
MAGEE2		Xq13.3	HOMDEL	3	616	0.5%	No
OPRPN		4q13.3	AMP	1	616	0.2%	No
HDDC3	9.521e-2	15q26.1	AMP	2	616	0.3%	No
TEK		9p21.2	HOMDEL	2	616	0.3%	Yes
FOLH1B		11q14.3	AMP	1	616	0.2%	No
OR8D4		11q24.1	AMP	1	616	0.2%	No
LY6G6F		6p21.33	AMP	2	616	0.3%	No
TRNT1		3p26.2	HOMDEL	2	616	0.3%	No
PITPNM3		17p13.2-p13.1	HOMDEL	10	616	1.6%	No
SLC39A9	1.130e-1	14q24.1	HOMDEL	1	616	0.2%	No
RIMOC1		5p13.1	AMP	8	616	1.3%	No
RN7SKP120		9p21.3	AMP	1	616	0.2%	No
CIDEA		18p11.21	AMP	4	616	0.6%	No
TTLL3		3p25.3	HOMDEL	1	616	0.2%	No
SNORD110		20p13	HOMDEL	2	616	0.3%	No
NXPE1	1.152e-1	11q23.2	HOMDEL	1	616	0.2%	No
RMC1		18q11.2	HOMDEL	2	616	0.3%	No
SPACA5B		Xp11.23	HOMDEL	3	616	0.5%	No
LINC00840		10q11.21	HOMDEL	1	616	0.2%	No
MMP8	1.152e-1	11q22.2	HOMDEL	2	616	0.3%	No
RN7SL559P		1p35.3	HOMDEL	1	616	0.2%	No
SPANXD		Xq27.2	AMP	3	616	0.5%	No
PPM1F		22q11.22	AMP	1	616	0.2%	No
C6ORF89		6p21.2	HOMDEL	1	616	0.2%	No
PHF20L1		8q24.22	HOMDEL	1	616	0.2%	No
C3ORF52		3q13.2	HOMDEL	1	616	0.2%	No
RN7SKP284		3p12.1	HOMDEL	1	616	0.2%	No
SLFN14		17q12	HOMDEL	1	616	0.2%	No
SERTM1		13q13.3	HOMDEL	1	616	0.2%	No
DHX16		6p21.33	AMP	2	616	0.3%	No
LINC00987		12p13.31	AMP	2	616	0.3%	No
VASN		16p13.3	HOMDEL	2	616	0.3%	No
IMP4		2q21.1	HOMDEL	1	616	0.2%	No
DEFB107B		8p23.1	AMP	1	616	0.2%	No
MRPS18A	1.306e-5	6p21.1	AMP	6	616	1.0%	No
DUSP13		10q22.2	AMP	3	616	0.5%	No
C1QTNF1		17q25.3	AMP	3	616	0.5%	No
MMS19		10q24.1	HOMDEL	4	616	0.6%	No
SPART		13q13.3	HOMDEL	1	616	0.2%	No
HPYR1		8q24.22	HOMDEL	1	616	0.2%	No
FAM157B		9q34.3	HOMDEL	2	616	0.3%	No
GIPC1		19p13.12	HOMDEL	3	616	0.5%	No
PRR29		17q23.3	HOMDEL	1	616	0.2%	No
ZNF69		19p13.2	HOMDEL	3	616	0.5%	No
CARM1P1		9p24.2	AMP	5	616	0.8%	No
GP6		19q13.42	AMP	1	616	0.2%	No
TRIT1		1p34.2	AMP	3	616	0.5%	No
KLHL14		18q12.1	AMP	1	616	0.2%	No
ZBTB41	1.892e-2	1q31.3	AMP	5	616	0.8%	No
CENPQ		6p12.3	AMP	2	616	0.3%	No
SOCS7		17q12	AMP	10	616	1.6%	No
SPATA33		16q24.3	HOMDEL	3	616	0.5%	No
AFAP1L1		5q32	HOMDEL	1	616	0.2%	No
FTH1		11q12.3	HOMDEL	2	616	0.3%	No
KIAA1210		Xq24	HOMDEL	1	616	0.2%	No
C1QTNF3		5p13.2	AMP	6	616	1.0%	No
ZNF319		16q21	AMP	1	616	0.2%	No
RELA		11q13.1	HOMDEL	2	616	0.3%	No
CEP55		10q23.33	AMP	1	616	0.2%	No
DBIL5P2		2p15	HOMDEL	2	616	0.3%	No
OR56A4		11p15.4	AMP	1	616	0.2%	No
ANGPT1		8q23.1	AMP	31	616	5.0%	No
POLR1H		6p22.1	AMP	2	616	0.3%	No
RNA5SP342		11q13.4	HOMDEL	1	616	0.2%	No
RNASEL	1.892e-2	1q25.3	AMP	4	616	0.6%	No
TFAP2E		1p34.3	HOMDEL	1	616	0.2%	No
SPATA8	9.521e-2	15q26.2	AMP	3	616	0.5%	No
TMEM62	3.147e-8	15q15.2	HOMDEL	9	616	1.5%	No
HAUS6		9p22.1	AMP	5	616	0.8%	No
GPR108		19p13.3	HOMDEL	3	616	0.5%	No
ARFGAP3		22q13.2	HOMDEL	2	616	0.3%	No
FFAR3		19q13.12	HOMDEL	1	616	0.2%	No
SIPA1L2	1.892e-2	1q42.2	AMP	4	616	0.6%	No
ANGPT2		8p23.1	AMP	2	616	0.3%	No
UBE2J1		6q15	HOMDEL	2	616	0.3%	No
WT1		11p13	HOMDEL	1	616	0.2%	Yes
H3C11		6p22.1	HOMDEL	2	616	0.3%	Yes
ANK1	2.742e-12	8p11.21	AMP	30	616	4.9%	No
ZNF586		19q13.43	AMP	1	616	0.2%	No
SNORA63	1.892e-2	3q27.3	AMP	1	616	0.2%	No
DEFB104B		8p23.1	AMP	1	616	0.2%	No
SGF29		16p11.2	HOMDEL	1	616	0.2%	No
DEFB130A		8p23.1	AMP	1	616	0.2%	No
FAM120B		6q27	HOMDEL	2	616	0.3%	No
GPR152		11q13.2	HOMDEL	1	616	0.2%	No
NT5C		17q25	AMP	2	616	0.3%	No
AHI1		6q23.3	AMP	3	616	0.5%	No
VPS37A	6.103e-20	8p22	HOMDEL	41	616	6.7%	No
FSBP		8q22.1	AMP	27	616	4.4%	No
SNORA62		3p22.1	AMP	1	616	0.2%	No
RN7SL67P		12p12.3	HOMDEL	1	616	0.2%	No
RGS22		8q22.2	HOMDEL	1	616	0.2%	No
TMEM167A		5q14.2	HOMDEL	2	616	0.3%	No
TMEM176B		7q36.1	HOMDEL	1	616	0.2%	No
ZNF592	9.521e-2	15q25.3	AMP	1	616	0.2%	No
OR4K15	6.190e-2	14q11.2	HOMDEL	1	616	0.2%	No
LTN1		21q21.3	HOMDEL	1	616	0.2%	No
SLC22A5	2.199e-5	5q31.1	HOMDEL	3	616	0.5%	No
SMC5		9q21.12	HOMDEL	2	616	0.3%	No
CEP126		11q22.1	AMP	2	616	0.3%	No
ANK3		10q21.2	AMP	2	616	0.3%	No
RNF2	1.892e-2	1q25.3	AMP	4	616	0.6%	No
GLRX		5q15	HOMDEL	7	616	1.1%	No
OTUD4		4q31.21	HOMDEL	1	616	0.2%	No
SOBP		6q21	HOMDEL	2	616	0.3%	No
PTGDS		9q34.3	HOMDEL	2	616	0.3%	No
GAGE13		Xp11.23	HOMDEL	3	616	0.5%	No
OR56A1		11p15.4	AMP	1	616	0.2%	No
MCRIP1		17q25.3	HOMDEL	1	616	0.2%	No
HOXB3		17q21.32	HOMDEL	2	616	0.3%	No
SPCS3		4q34.2	HOMDEL	8	616	1.3%	No
BRD2		6p21.32	AMP	2	616	0.3%	No
ATPSCKMT		5p15.2	HOMDEL	1	616	0.2%	No
CLEC12B		12p13.2	AMP	2	616	0.3%	No
CNBD1		8q21.3	AMP	26	616	4.2%	No
TRPM5		11p15.5	AMP	1	616	0.2%	No
URI1		19q12	HOMDEL	1	616	0.2%	No
RN7SKP227		3p22.2	AMP	1	616	0.2%	No
HHIPL2	1.892e-2	1q41	AMP	4	616	0.6%	No
ATP1A1	4.912e-6	1p13.1	HOMDEL	4	616	0.6%	Yes
LINC00355		13q21.31	AMP	11	616	1.8%	No
COA6		1q42.2	HOMDEL	2	616	0.3%	No
C10ORF53		10q11.23	HOMDEL	2	616	0.3%	No
RN7SL719P	2.325e-6	15q13.1	HOMDEL	8	616	1.3%	No
FBXO7		22q12.3	HOMDEL	1	616	0.2%	No
PPP2CA	2.199e-5	5q31.1	HOMDEL	2	616	0.3%	No
WDFY2		13q14.3	AMP	18	616	2.9%	No
ZNF774	9.521e-2	15q26.1	AMP	3	616	0.5%	No
MARCHF7		2q24.2	HOMDEL	3	616	0.5%	No
OPTC	1.892e-2	1q32.1	AMP	5	616	0.8%	No
MFRP		11q23.3	AMP	1	616	0.2%	No
KRT80		12q13.13	AMP	2	616	0.3%	No
RAET1G		6q25.1	HOMDEL	1	616	0.2%	No
BCL2		18q21.33	HOMDEL	16	616	2.6%	Yes
LINC00910		17q21.31	HOMDEL	1	616	0.2%	No
HOXB4		17q21.32	HOMDEL	2	616	0.3%	No
CKS1B	1.892e-2	1q21.3	AMP	3	616	0.5%	Yes
SENP3		17p13	HOMDEL	7	616	1.1%	No
PKMYT1		16p13.3	HOMDEL	2	616	0.3%	No
RNA5SP433		16q24.1	HOMDEL	2	616	0.3%	No
TRIM67		1q42.2	HOMDEL	2	616	0.3%	No
CLEC4E		12p13.31	AMP	1	616	0.2%	No
RNF17		13q12.12	HOMDEL	1	616	0.2%	No
TAAR8		6q23.2	AMP	2	616	0.3%	No
RN7SKP101		15q21.1	HOMDEL	6	616	1.0%	No
KRT72		12q13.13	AMP	2	616	0.3%	No
ZNF469		16q24.2	HOMDEL	3	616	0.5%	No
ZNF500		16p13.3	HOMDEL	2	616	0.3%	No
RN7SL363P		15q26.1	HOMDEL	1	616	0.2%	No
ATL3		11q13.1	HOMDEL	1	616	0.2%	No
C20ORF96		20p13	HOMDEL	3	616	0.5%	No
VASH2	1.892e-2	1q32.3	AMP	5	616	0.8%	No
GPR101		Xq26.3	AMP	3	616	0.5%	No
ARL14EP		11p14.1	AMP	1	616	0.2%	No
NBEAP1	2.325e-6	15q11.2	HOMDEL	5	616	0.8%	Yes
SRXN1		20p13	AMP	4	616	0.6%	No
LHFPL7		22q11.23	HOMDEL	1	616	0.2%	No
